"long","lat","location","category","n"
-2.180513,53.460171,"On or near Balmoral Street","Violence and sexual offences",1
-2.180484,53.520834,"On or near Shawford Road","Criminal damage and arson",1
-2.180479,53.445133,"On or near Curtis Road","Violence and sexual offences",1
-2.180311,53.501257,"On or near Smallwood Street","Burglary",1
-2.180304,53.481968,"On or near Rushen Street","Criminal damage and arson",1
-2.180266,53.497833,"On or near Orford Road","Criminal damage and arson",1
-2.180221,53.444585,"On or near Dorset Road","Criminal damage and arson",1
-2.180209,53.459488,"On or near Sandringham Street","Other theft",1
-2.18007,53.458814,"On or near Norfolk Road","Other theft",1
-2.179926,53.499379,"On or near Venetia Street","Criminal damage and arson",1
-2.179926,53.499379,"On or near Venetia Street","Other theft",1
-2.179924,53.523864,"On or near Tangmere Close","Drugs",1
-2.179924,53.523864,"On or near Tangmere Close","Other theft",1
-2.179924,53.523864,"On or near Tangmere Close","Vehicle crime",1
-2.179911,53.488836,"On or near Himley Road","Vehicle crime",1
-2.179886,53.52194,"On or near Colgrove Avenue","Burglary",1
-2.179861,53.494705,"On or near Fenchurch Avenue","Vehicle crime",1
-2.179856,53.454374,"On or near Balmain Avenue","Criminal damage and arson",1
-2.179856,53.454374,"On or near Balmain Avenue","Violence and sexual offences",1
-2.179851,53.442563,"On or near Wray Gardens","Criminal damage and arson",1
-2.179833,53.477591,"On or near Jinnah Close","Other theft",1
-2.179777,53.503316,"On or near Lonsdale Street","Public order",1
-2.179777,53.503316,"On or near Lonsdale Street","Violence and sexual offences",1
-2.179719,53.486248,"On or near Halton Road","Burglary",1
-2.179649,53.483794,"On or near Clayton Hall Road","Criminal damage and arson",1
-2.179621,53.445242,"On or near Molyneux Road","Burglary",1
-2.179583,53.457467,"On or near Heathcote Road","Public order",1
-2.179581,53.45708,"On or near Craig Road","Burglary",1
-2.179463,53.479093,"On or near Edith Cavell Close","Criminal damage and arson",1
-2.179436,53.51537,"On or near Arden Grove","Criminal damage and arson",1
-2.179436,53.51537,"On or near Arden Grove","Other theft",1
-2.179021,53.49939,"On or near Gilmerton Drive","Vehicle crime",1
-2.178999,53.522769,"On or near Pentland Avenue","Violence and sexual offences",1
-2.178934,53.446547,"On or near St Mark'S Street","Criminal damage and arson",1
-2.178934,53.446547,"On or near St Mark'S Street","Violence and sexual offences",1
-2.178768,53.446421,"On or near Aitken Street","Criminal damage and arson",1
-2.178663,53.464398,"On or near Brigstock Avenue","Criminal damage and arson",1
-2.178613,53.495516,"On or near Camden Avenue","Burglary",1
-2.178613,53.495516,"On or near Camden Avenue","Violence and sexual offences",1
-2.178575,53.461477,"On or near Chatsworth Road","Other theft",1
-2.178557,53.525196,"On or near Nina Drive","Other theft",1
-2.178506,53.509466,"On or near The Links","Burglary",1
-2.178474,53.462457,"On or near Petrol Station","Criminal damage and arson",1
-2.178445,53.520046,"On or near Linford Avenue","Burglary",1
-2.178445,53.520046,"On or near Linford Avenue","Drugs",1
-2.178445,53.520046,"On or near Linford Avenue","Violence and sexual offences",1
-2.178417,53.488371,"On or near Goldenhill Avenue","Violence and sexual offences",1
-2.178351,53.483409,"On or near Blackpool Street","Violence and sexual offences",1
-2.178326,53.498869,"On or near Oakley Close","Public order",1
-2.178324,53.444723,"On or near Bishopton Close","Drugs",1
-2.178324,53.444723,"On or near Bishopton Close","Violence and sexual offences",1
-2.178323,53.483922,"On or near Tottington Street","Burglary",1
-2.178276,53.519444,"On or near Wigsby Avenue","Vehicle crime",1
-2.178269,53.514006,"On or near Rimsdale Drive","Burglary",1
-2.178061,53.453874,"On or near Melland Road","Vehicle crime",1
-2.177941,53.460993,"On or near Williams Street","Violence and sexual offences",1
-2.177609,53.475402,"On or near Elysian Street","Other theft",1
-2.177489,53.446648,"On or near Printworks Lane","Vehicle crime",1
-2.177448,53.494394,"On or near Amos Avenue","Other theft",1
-2.177082,53.460832,"On or near Bragenham Street","Criminal damage and arson",1
-2.177008,53.475708,"On or near Range Street","Criminal damage and arson",1
-2.177001,53.502961,"On or near Dob Brook Close","Violence and sexual offences",1
-2.17694,53.49924,"On or near Church Avenue","Bicycle theft",1
-2.17694,53.49924,"On or near Church Avenue","Other crime",1
-2.176923,53.487977,"On or near Fourth Avenue","Criminal damage and arson",1
-2.176871,53.500822,"On or near Dakerwood Close","Vehicle crime",1
-2.176871,53.500822,"On or near Dakerwood Close","Violence and sexual offences",1
-2.176854,53.475016,"On or near Hovis Street","Violence and sexual offences",1
-2.176817,53.448033,"On or near Sandfold Lane","Burglary",1
-2.176817,53.448033,"On or near Sandfold Lane","Public order",1
-2.176759,53.510035,"On or near Muirfield Close","Burglary",1
-2.17669,53.446316,"On or near Greystoke Avenue","Vehicle crime",1
-2.17669,53.446316,"On or near Greystoke Avenue","Violence and sexual offences",1
-2.17669,53.48263,"On or near Kintyre Close","Burglary",1
-2.17669,53.48263,"On or near Kintyre Close","Criminal damage and arson",1
-2.176666,53.462379,"On or near Police Station","Public order",1
-2.176666,53.462379,"On or near Police Station","Violence and sexual offences",1
-2.17662,53.465705,"On or near Peacock Close","Criminal damage and arson",1
-2.176572,53.508535,"On or near Lindrick Close","Burglary",1
-2.176423,53.501847,"On or near Rothman Close","Other theft",1
-2.176408,53.476455,"On or near Nicholas Owen Close","Violence and sexual offences",1
-2.176349,53.483826,"On or near Eastern By-Pass","Other theft",1
-2.176329,53.522746,"On or near Rocklyn Avenue","Other theft",1
-2.176328,53.460662,"On or near Beckett Street","Drugs",1
-2.176328,53.460662,"On or near Beckett Street","Other theft",1
-2.176299,53.475413,"On or near Victoria Street","Violence and sexual offences",1
-2.176218,53.499565,"On or near Coniston Street","Violence and sexual offences",1
-2.176146,53.460339,"On or near Radnor Street","Violence and sexual offences",1
-2.17612,53.515861,"On or near Whitstable Road","Public order",1
-2.175779,53.499071,"On or near Hethorn Street","Vehicle crime",1
-2.175767,53.496285,"On or near Clough Street","Other theft",1
-2.175767,53.496285,"On or near Clough Street","Violence and sexual offences",1
-2.175679,53.496842,"On or near Griffiths Street","Burglary",1
-2.175679,53.496842,"On or near Griffiths Street","Criminal damage and arson",1
-2.175655,53.523807,"On or near Brentnor Road","Violence and sexual offences",1
-2.175531,53.493813,"On or near Octavia Drive","Criminal damage and arson",1
-2.175467,53.460151,"On or near Bakewell Street","Burglary",1
-2.175467,53.460151,"On or near Bakewell Street","Criminal damage and arson",1
-2.175451,53.521794,"On or near Rushberry Avenue","Other theft",1
-2.175397,53.498002,"On or near Workesleigh Street","Criminal damage and arson",1
-2.175365,53.512069,"On or near Dalmahoy Close","Burglary",1
-2.175356,53.462524,"On or near Garratt Way","Burglary",1
-2.175356,53.462524,"On or near Garratt Way","Criminal damage and arson",1
-2.175083,53.5022,"On or near Flash Street","Other theft",1
-2.17503,53.456449,"On or near Collin Avenue","Other crime",1
-2.17503,53.456449,"On or near Collin Avenue","Violence and sexual offences",1
-2.175026,53.521255,"On or near Blueberry Avenue","Burglary",1
-2.175004,53.453743,"On or near Wembley Road","Other theft",1
-2.175004,53.453743,"On or near Wembley Road","Violence and sexual offences",1
-2.174506,53.519566,"On or near Abberley Drive","Violence and sexual offences",1
-2.174496,53.513283,"On or near Hoylake Close","Other crime",1
-2.174384,53.519072,"On or near Ramsbury Drive","Criminal damage and arson",1
-2.174137,53.466221,"On or near Briercliffe Close","Burglary",1
-2.174129,53.497491,"On or near Crosby Road","Drugs",1
-2.174129,53.497491,"On or near Crosby Road","Other crime",1
-2.174045,53.454796,"On or near Forber Crescent","Violence and sexual offences",1
-2.173984,53.49875,"On or near Bardsley Street","Criminal damage and arson",1
-2.173944,53.463443,"On or near Engell Close","Violence and sexual offences",1
-2.173783,53.494067,"On or near William Lister Close","Violence and sexual offences",1
-2.173716,53.466509,"On or near Follows Street","Burglary",1
-2.173716,53.466509,"On or near Follows Street","Other theft",1
-2.17368,53.52408,"On or near Norville Avenue","Criminal damage and arson",1
-2.17345,53.471552,"On or near Press Street","Theft from the person",1
-2.173372,53.500288,"On or near Rossington Street","Vehicle crime",1
-2.173316,53.523568,"On or near Branston Road","Vehicle crime",1
-2.173283,53.460074,"On or near Haworth Road","Criminal damage and arson",1
-2.173156,53.495497,"On or near Mountain Street","Criminal damage and arson",1
-2.173156,53.495497,"On or near Mountain Street","Drugs",1
-2.173156,53.495497,"On or near Mountain Street","Other theft",1
-2.173053,53.499713,"On or near Regent Street","Other theft",1
-2.17298,53.467112,"On or near Kirkham Avenue","Vehicle crime",1
-2.172969,53.50134,"On or near Ilfracombe Street","Vehicle crime",1
-2.172846,53.463831,"On or near Swindon Close","Violence and sexual offences",1
-2.172835,53.475849,"On or near Louisa Street","Vehicle crime",1
-2.172794,53.458232,"On or near Lavington Grove","Burglary",1
-2.172794,53.458232,"On or near Lavington Grove","Robbery",1
-2.172546,53.460443,"On or near Peacock Grove","Possession of weapons",1
-2.172546,53.460443,"On or near Peacock Grove","Public order",1
-2.172546,53.460443,"On or near Peacock Grove","Robbery",1
-2.172546,53.460443,"On or near Peacock Grove","Violence and sexual offences",1
-2.172509,53.465962,"On or near Reynolds Drive","Criminal damage and arson",1
-2.172476,53.47647,"On or near Sexa Street","Criminal damage and arson",1
-2.172452,53.47051,"On or near Lawton Street","Burglary",1
-2.172372,53.458358,"On or near St Philip'S Road","Public order",1
-2.172313,53.451132,"On or near Rawsthorne Avenue","Criminal damage and arson",1
-2.172057,53.488317,"On or near North Crescent","Bicycle theft",1
-2.172014,53.466574,"On or near Meadfoot Road","Vehicle crime",1
-2.171808,53.46031,"On or near Oakfield Grove","Burglary",1
-2.171793,53.493792,"On or near Warnford Close","Criminal damage and arson",1
-2.171771,53.518168,"On or near Winton Avenue","Criminal damage and arson",1
-2.171771,53.518168,"On or near Winton Avenue","Violence and sexual offences",1
-2.171663,53.517548,"On or near Nuthurst Road","Burglary",1
-2.171647,53.453937,"On or near Hemsworth Road","Violence and sexual offences",1
-2.171566,53.467492,"On or near Reed Street","Criminal damage and arson",1
-2.171547,53.518852,"On or near Skipton Avenue","Violence and sexual offences",1
-2.171383,53.452131,"On or near Holmcroft Road","Criminal damage and arson",1
-2.171009,53.482503,"On or near Auden Close","Public order",1
-2.170906,53.46067,"On or near Hyde Road","Criminal damage and arson",1
-2.170853,53.481326,"On or near Supermarket","Bicycle theft",1
-2.170751,53.463511,"On or near Ashkirk Street","Burglary",1
-2.170475,53.458442,"On or near Milkwood Grove","Other theft",1
-2.170475,53.458442,"On or near Milkwood Grove","Violence and sexual offences",1
-2.170465,53.500939,"On or near Albert Gardens","Violence and sexual offences",1
-2.17042,53.497164,"On or near Sparth Road","Criminal damage and arson",1
-2.170353,53.461777,"On or near Brogan Street","Criminal damage and arson",1
-2.170353,53.461777,"On or near Brogan Street","Violence and sexual offences",1
-2.170232,53.465381,"On or near Petrol Station","Other crime",1
-2.170232,53.465381,"On or near Petrol Station","Other theft",1
-2.170121,53.463988,"On or near Carfax Street","Criminal damage and arson",1
-2.16987,53.46149,"On or near Garlick Street","Bicycle theft",1
-2.16987,53.46149,"On or near Garlick Street","Burglary",1
-2.169857,53.477013,"On or near High Legh Road","Criminal damage and arson",1
-2.169744,53.460142,"On or near Kirkman Close","Criminal damage and arson",1
-2.169744,53.460142,"On or near Kirkman Close","Robbery",1
-2.169739,53.462793,"On or near Sheerness Street","Criminal damage and arson",1
-2.169739,53.462793,"On or near Sheerness Street","Other crime",1
-2.1694,53.472061,"On or near Chisholm Street","Criminal damage and arson",1
-2.1694,53.472061,"On or near Chisholm Street","Other theft",1
-2.169357,53.457598,"On or near Winning Hill Close","Criminal damage and arson",1
-2.169357,53.457598,"On or near Winning Hill Close","Other theft",1
-2.169316,53.466236,"On or near Elsdon Drive","Burglary",1
-2.169213,53.451567,"On or near Shillingford Road","Burglary",1
-2.169122,53.4703,"On or near Paprika Close","Vehicle crime",1
-2.169101,53.465005,"On or near Cheddar Street","Drugs",1
-2.169032,53.481931,"On or near Hamnett Street","Criminal damage and arson",1
-2.168949,53.457069,"On or near Ryderbrow Road","Other theft",1
-2.168747,53.493607,"On or near Peebles Drive","Violence and sexual offences",1
-2.168593,53.52308,"On or near Moston Lane East","Criminal damage and arson",1
-2.168587,53.453132,"On or near Wayland Road South","Criminal damage and arson",1
-2.168585,53.517328,"On or near Broadway","Burglary",1
-2.16838,53.46551,"On or near Ewan Street","Vehicle crime",1
-2.16838,53.46551,"On or near Ewan Street","Violence and sexual offences",1
-2.168314,53.452845,"On or near Greenlea Avenue","Burglary",1
-2.168288,53.457483,"On or near Lindeth Avenue","Criminal damage and arson",1
-2.168288,53.457483,"On or near Lindeth Avenue","Public order",1
-2.168286,53.464737,"On or near Walnut Street","Bicycle theft",1
-2.168286,53.464737,"On or near Walnut Street","Violence and sexual offences",1
-2.168134,53.521382,"On or near Chelston Avenue","Violence and sexual offences",1
-2.168081,53.462463,"On or near Broxwood Close","Violence and sexual offences",1
-2.167792,53.480638,"On or near Howgill Street","Burglary",1
-2.167761,53.465169,"On or near Azalea Avenue","Burglary",1
-2.167661,53.462877,"On or near Deerfold Close","Theft from the person",1
-2.167545,53.467722,"On or near Longford Street","Robbery",1
-2.167411,53.472091,"On or near Kelmarsh Close","Other theft",1
-2.167411,53.472091,"On or near Kelmarsh Close","Shoplifting",1
-2.167317,53.474931,"On or near Stansfield Street","Violence and sexual offences",1
-2.1669,53.495264,"On or near Graver Lane","Public order",1
-2.16674,53.492891,"On or near Berry Brow","Other theft",1
-2.16674,53.492891,"On or near Berry Brow","Violence and sexual offences",1
-2.166732,53.517735,"On or near Melford Avenue","Other theft",1
-2.166732,53.517735,"On or near Melford Avenue","Public order",1
-2.166698,53.474689,"On or near Wallwork Street","Criminal damage and arson",1
